Fecha,Vendedor,Sede,Rubro,Marca,Importe,Comision_x_venta,Fecha_Venta,Satisfaccion_Cliente,Prioridad_Pedido,Fecha_Venta_Respaldo
30/03/2022,Em Edmonson,Villa Crespo,Notebook,Vodafone,203646.0,16606,2026-05-15,5,1,2026/05/15
14/01/2022,Christel Zambonini,Avellaneda,Equipos De Video,Engel,117618.0,19180,,5,2,18-05-2026
24/01/2022,Dallis Beefon,Avellaneda,Equipos De Audio,Xiaomi,256607.0,19295,2026-05-10,4,3,2026/05/10
25/05/2022,Christel Zambonini,Ezpeleta,Equipos De Audio,Engel,324087.0,22224,,5,1,12-05-2026
27/04/2022,Humfried Woodberry,Paternal,Electrodomésticos,Samsonite,383750.0,19731,2026-05-15,5,2,2026/05/15
12/02/2022,Christel Zambonini,Villa Bosch,Notebook,Vodafone,449320.0,20214,,5,3,18-05-2026
14/05/2022,Angelita Lambkin,Villa Crespo,Tv,Xiaomi,211587.0,19607,2026-05-10,2,1,2026/05/10
11/04/2022,Arvin Bernhardi,Villa Soldati,Equipos De Audio,Huawei,402531.0,19511,,2,2,12-05-2026
11/02/2022,Constantine Creeber,Villa Soldati,Tv,Wacom,414472.0,18837,2026-05-15,1,3,2026/05/15
18/02/2022,Em Edmonson,Ezpeleta,Notebook,LG,357965.0,21734,,3,1,18-05-2026
16/06/2022,Timmy Ashlin,Flores,Pc Armada,Samsung,401091.0,21919,2026-05-10,2,2,2026/05/10
10/04/2022,Cecil Apted,Ezpeleta,Notebook,Huawei,251452.0,23109,,1,3,12-05-2026
25/01/2022,Pennie Hess,Avellaneda,Pc Armada,Xiaomi,145780.0,25234,2026-05-15,3,1,2026/05/15
28/04/2022,Christel Zambonini,Flores,Equipos De Audio,Belkin,114617.0,20556,,1,2,18-05-2026
19/01/2022,Mufi Panchin,Recoleta,Pc Armada,Xiaomi,265057.0,23069,2026-05-10,3,3,2026/05/10
05/06/2022,Dallis Beefon,Ezpeleta,Equipos De Video,Kensington,121426.0,21204,,3,1,12-05-2026
29/01/2022,Cecil Apted,Villa Bosch,Pc Armada,Samsonite,340546.0,22225,2026-05-15,5,2,2026/05/15
12/02/2022,Constantine Creeber,Floresta,Electrodomésticos,Samsonite,408782.0,20349,,4,3,18-05-2026
03/05/2022,Dorotea Brandolini,San Nicolás,Pc Armada,Access,151411.0,18316,2026-05-10,5,1,2026/05/10
20/02/2022,Dallis Beefon,Palermo,Pc Armada,LG,132253.0,16748,,2,2,12-05-2026
22/06/2022,Dorotea Brandolini,Paternal,Electrodomésticos,Access,211315.0,19541,2026-05-15,2,3,2026/05/15
10/02/2022,Timmy Ashlin,Palermo,Pc Armada,Access,146634.0,17150,,1,1,18-05-2026
16/06/2022,Barde Benoist,Ezpeleta,Electrodomésticos,Huawei,269829.0,19042,2026-05-10,1,2,2026/05/10
17/06/2022,Timmy Ashlin,Floresta,Electrodomésticos,Kensington,132077.0,20401,,3,3,12-05-2026
01/01/2022,Constantine Creeber,Floresta,Equipos De Video,Conceptronic,264834.0,21140,2026-05-15,4,1,2026/05/15
15/02/2022,Constantine Creeber,Avellaneda,Pc Armada,Wacom,146856.0,17191,,1,2,18-05-2026
19/02/2022,Cecil Apted,San Martín,Tv,Digitus,245869.0,22186,2026-05-10,3,3,2026/05/10
27/04/2022,Cecil Apted,Avellaneda,Equipos De Video,Ubiquity,264471.0,19787,,5,1,12-05-2026
19/04/2022,Cecil Apted,Ezpeleta,Equipos De Audio,Huawei,120654.0,16696,2026-05-15,5,2,2026/05/15
30/01/2022,Angelita Lambkin,San Nicolás,Equipos De Video,Access,163927.0,20933,,1,3,18-05-2026
28/05/2022,Em Edmonson,Floresta,Equipos De Video,Ubiquity,368788.0,20758,2026-05-10,2,1,2026/05/10
13/02/2022,Arvin Bernhardi,Boedo,Equipos De Video,LG,258935.0,21330,,5,2,12-05-2026
31/01/2022,Humfried Woodberry,San Martín,Tv,Millenium,395583.0,17743,2026-05-15,1,3,2026/05/15
18/05/2022,Barde Benoist,Ezeiza,Notebook,Xiaomi,313634.0,23430,,4,1,18-05-2026
